full_name,surname,name,ug_degree,ug_institution,ug_grad_year,ug_subjects,m_degree,m_institution,m_grad_year,d_degree,d_institution,d_grad_year,d_subjects,current_position,dataTXT,us_state,country,coordinate location,latitude,longitude,pos_year,science,science1,science_icon,science2,science3,science4,science5,major_career
"Taylor, Sarah Cole",Taylor,Sarah Cole,AB,Bryn Mawr College,1919,Chemistry and Biology Married 1919 Dr James Wt Vernon,NA,NA,NA,NA,NA,NA,NA,NA,Morganton NC,North Carolina,United States of America,"35.745407, -81.684819",35.745407,-81.684819,1919,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Thacher, Henrietta Foster",Thacher,Henrietta Foster,AB,Bryn Mawr College,1901,Chemistry and Biology Teacher of Science and Mathematics in the Bryn Mawr School Baltimore Md 1901-05 and of Mathematics 1905-07; Teaching 1907-11; Private Tutor 1916-17; Red Cross Home Service Office Worker New Haven Conn 1918-19; Student School of Social Service New York City 1919-20,NA,NA,NA,NA,NA,NA,NA,Student School of Social Service New York City,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1920,"biology, chemistry, mathematics",biology,interdisciplinary,chemistry,mathematics,NA,NA,major
"Thomas, Anne Heath",Thomas,Anne Heath,AB,Bryn Mawr College,1897,Chemistry and Biology and AM 1898; MD Woman's Medical College of Pennsylvania 1905 Graduate Scholar in Physics and Biology Bryn Mawr  1897-98; Teacher of Chemistry in the State Normal School TrentOn N j 398-1902 Student Woman's Medical of Pennsylvania 1905 Interne Woman's Hospital of Philadelphia 1905-06; Resident at the Evening DSpensary for Working Women and Girls Baltimore bid and Graduate Student in Medicine Johns Hopkins University 1906-07; Registrar and Assistant in bledicine in the Woman's HoSpital Philadelphia and Assistant in Clinic in the Hospital of the Woman's Medical  of Pennsylvania 1907-15; Instructor in Physical Diagnosis Woman's Medical  1907-19; Assistant Visiting Physician Bryn blawr 190809 and Visiting Physician 1909-11; Graduate Student in Internal Medicine and Pathology Universities of Vienna and Berlin January to July 1912; Physician in Philadelphia 1905 ; Visiting Physician and bledical Clinician on Staff of Woman's Hospital1914; edical Examiner for Women for Midvale Steel and Ordnance Co 1918; Examining Physician in Medical Department of Bell Telephone Co 1918,AM,NA,1898,NA,NA,NA,NA,Clinical Professor of Medicine Woman's Medical of Pennsylvania Junior Physician to the Woman's Medical Hospital and Assistant Instructor in Medicine University of Pennsylvania,University of Pennsylvania,Pennsylvania,United States of America,"39.953885,-75.193048",39.953885,-75.193048,1918,"biology, chemistry, pathology, physics",biology,interdisciplinary,chemistry,pathology,physics,NA,major
"Thomas, Martha Gibbons",Thomas,Martha Gibbons,AB,Bryn Mawr College,1890,Cheng; and Biology,NA,NA,NA,NA,NA,NA,NA,Warden of Pembroke Hall East Bryn Mawr ,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1905,biology,biology,biology,NA,NA,NA,NA,major
"Thompson, Emma Osborn",Thompson,Emma Osborn,AB,Bryn Mawr College,1905,Geology and Biology Graduate Student Bryn Mawr College 1905-06; Member of Board of Managers of the Philadelphia Home for Infants 1906-13; Instructor in Mathematics and Science Miss FosterÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Melrose Park Pa 1908-09; Graduate Student University of Pennsylvania 1909-10; Teacher of Chemistry in the GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² High School Philadelphia 1909-12 in Walnut Lane School Germantown Philadelphia 1918-19 and in the GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²High School West Philadelphia 1912-171919,NA,NA,NA,NA,NA,NA,NA,Teacher of Chemistry in the Girls High School Philadelphia and in Walnut Lane School Germantown Philadelphia,Germantown,Pennsylvania,United States of America,"40.043611111111,-75.181944444444",40.04361111,-75.18194444,1919,"biology, chemistry, geology, mathematics",biology,interdisciplinary,chemistry,geology,mathematics,NA,both
"Thorndike, Anna",Thorndike,Anna,AB,Bryn Mawr College,1919,Mathematics and Physics Reconstruction Work in France 1919,NA,NA,NA,NA,NA,NA,NA,Reconstruction Work in France,France,NA,France,"47,2",47,2,1916,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Tilley, Ltoia Lois",Tilley,Ltoia Lois,AB,Bryn Mawr College,1895,Mathematics and Physics Teacher the Maury High School Norfolk 1895-93 1900-11; Student Universities of Gottingen and Leipsic 1899-1900; Teacher of German in the Morris High School New York City 1911-18 and of French 1917ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â· Ti,NA,NA,NA,NA,NA,NA,NA,Teacher of German in the Morris High School New York City  and of French,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Todd, Anne Hampton",Todd,Anne Hampton,AB,Bryn Mawr College,1902,Chemist and Biology,NA,NA,NA,NA,NA,NA,NA,NA,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1902,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Towle, Elizabeth Villiams",Towle,Elizabeth Villiams,AB,Bryn Mawr College,1898,Chemistry and Bmlogy and AJYL' 1899 Iiaduate Scliolar in Physics and Biology Bryn Mawr  1898-9( and Fellow in Biology 1899-1900; Teacherof Science in the High School Middletown Conn 1900-01; Instructor in Biology Roclsfoid Rockford 111 1901-03; Fellow in Physiology University of Chicago 1903-04; ' Student Columbia University 1904-06; Teacher of Physiology in bliss Jacobi's School New York City 1904-05; Teacher of Science in The Baldwin School Bryn blawr 190714 and Head of Science Department 1914,NA,NA,NA,NA,NA,NA,NA,on leave of absence and Head of Science Department in American for Girls Constantinople Turkey,Constantinople,NA,Turkey,"41.01224,28.976018",41.01224,28.976018,1920,"biology, chemistry, physiology, physics",biology,interdisciplinary,chemistry,physiology,physics,NA,major
"Tracy, Martha",Tracy,Martha,AB,Bryn Mawr College,1898,Chemistry and Biology; MD WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1904 Pathologist to Medical Clinic WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Hospital of Philadelphia 1903-04 Worker under Huntington Fund for Cancer Research in the Department of Experimental Pathology 1904-10 and Photographer to the Department of Pathology Cornell University Medical School New York City 1905-06; Assistant to the Meningitis Commission New York Board of Health April to July 1905; and Pathologist to West Philadelphia Hospital for Women 1907-09; Associate Professor of Chemistry Director of Chemical Laboratory WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1907-13; and Professor of Physiological Chemistry 1913 ; Worker under HuDtington Fund for Cancer Research of New York City 1913-19; Doctor of Public Hygiene University of Pennsylyania 1917; Professor of Hygiene 1915- 19; Dean and Professor of Physiological Chemistry of WomanÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Medical College of Pennsylvania 1917,NA,NA,NA,NA,NA,NA,NA,Lecturer on Social Medicine Pennsylvania School for Social Service,Pennsylvania,Pennsylvania,United States of America,"41,-77.5",41,-77.5,1920,"biology, chemistry, pathology, physiology",biology,interdisciplinary,chemistry,pathology,physiology,NA,major
"Tremain, Eloise Ruthven",Tremain,Eloise Ruthven,AB,Bryn Mawr College,1904,History and Economics and Politics Graduate Student University of Pennsylvania 1911-10; Teacher of History and Mathematics in the Davison-Dodge School Louisville Ky 1905-07; Teacher of History and Latin in the Oldfields School Glencoe Md 1907-09; Teacher of History in the GirlsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² High School Philadelphia 1909-17; Principal of Rowland Hall Salt Lake City Utah 1917-18; Principal of Ferry Hall Lake Forest 1918,NA,NA,NA,NA,NA,NA,NA,Principal of Ferry Hall Lake Forest,Lake Forest,Illinois,United States of America,"42.2347,-87.8508",42.2347,-87.8508,1918,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Turner, Bird Margaret",Turner,Bird Margaret,AB,University of West Virginia,1915,NA,AM,West Virginia University,1916,NA,NA,NA,NA,Fellow in Mathematics,Bryn Mawr College,Pennsylvania,United States of America,"40.028106, -75.315234",40.028106,-75.315234,1920,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Von, Gerber Wilhelmina Georgina Marie",Von,Gerber Wilhelmina Georgina Marie,AB,Bryn Mawr College,1903,Chemistry and Biology; MD Tufts College 1910 Student in the Johns Hopkins Medical School 1903-06 and in the Tufts Medical College School 1908-09; Interne in the Memorial Hospital Worcester Mass 1909-10; Instructor in Embryology and Assistant in Clinical Medicine Texas Christian University 1912-13; Physician 1911- 14,NA,NA,NA,NA,NA,NA,NA,Physician,NA,NA,NA,NA,NA,NA,1911,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Wade, Clara Louise Whipple",Wade,Clara Louise Whipple,AB,Bryn Mawr College,1904,Greek and Latin,AM,Washington University,1911,PhD,Johns Hopkins University,1913,NA,Fellow in Mathematics,New York City,New York,United States of America,"40.712775, -74.005973",40.712775,-74.005973,1905,mathematics,mathematics,mathematics,NA,NA,NA,NA,career
"Walton, Dorothea Wetiierill",Walton,Dorothea Wetiierill,AB,Bryn Mawr College,1919,Psychology ahd Biology Married 1919 Mr Edmund Taber Price b,NA,NA,NA,NA,NA,NA,NA,NA,"Bronxville, NY",New York,United States of America,"40.938154, -73.832078",40.938154,-73.832078,1919,biology,biology,biology,NA,NA,NA,NA,both
"Ward, Miriam Elsie",Ward,Miriam Elsie,AB,Bryn Mawr College,1914,Chemistry and Geology Editorial Work Curtis Publishing Co Philadelphia 1915-17,NA,NA,NA,NA,NA,NA,NA,Editorial Work Curtis Publishing Co Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1917,"chemistry, geology",chemistry,interdisciplinary,geology,NA,NA,NA,major
"Ware, Clara Crosby",Ware,Clara Crosby,NA,NA,NA,NA,AM,Columbia University,1910,NA,NA,NA,NA,Assistant in Zoology Barnard College  lameA  Professor Hubert Baker Goodrich,Barnard College,New York,United States of America,"40.8096,-73.9635",40.8096,-73.9635,1917,zoology,zoology,zoology,NA,NA,NA,NA,career
"Water, Frances",Water,Frances,NA,NA,NA,NA,NA,NA,NA,PhD,Bryn Mawr College,1906,Physics Mathematics and Applied Mathematics University Nottingham England,Instructor in Physics Weilesley  and Assistant Professor,Wellesley College,Massachusetts,United States of America,"42.29528,-71.30667",42.29528,-71.30667,1918,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
"Watson, Louise",Watson,Louise,AB,Bryn Mawr College,1912,Mathematics and Philosophy Assistant in Mathematics and Latin Marshall College Huntington W Va 1913-14; Assistant Business Manager Bryn Mawr College 1914 and Business Manager 1915,NA,NA,NA,NA,NA,NA,NA,Assistant Business Manager Bryn Mawr College  and Business Manager,Bryn Mawr College,Pennsylvania,United States of America,"40.02639,-75.31361",40.02639,-75.31361,1915,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Wattson, Florence Trotter",Wattson,Florence Trotter,AB,Bryn Mawr College,1903,Latin and English Teacher of Latin and English at Grafton Hall Fond du Lac Wis 1904-05; Secretary and Tutor Philadelphia 1906- 08; Teacher in Latin Mathematics and History in All SaintsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² School Germantown Philadelphia 1907; Director of ConsumersÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² League of Philadelphia 1910; Sec- retary to District Judge for Porto Rico 1911-13; Tulane University 1917-18 Married 1914 Captain Muller S Hay U S C G,SM,NA,1900,NA,NA,NA,NA,Tulane University,Tulane University,Louisiana,United States of America,"29.935344,-90.122687",29.935344,-90.122687,1918,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"White, Martha Root",White,Martha Root,AB,Bryn Mawr College,1903,English and German Teacher of Mathematics and Greek in Miss Spence's School New York City 190405; Teacher of Mathematics in Le Baron Drumm's School New York City 190708 and in the Gordon-Winston School New York City 1909-11; Student of Mathematics Barnard College 1911-14; Head of National Headquarters National Surgical Dressings Committee 1916-17; Head of Receiving Department Paris A R c 1917-18; A R c Canteen Work etc France 1918-19; Y M c A Automobile Shop Course New York City 1919-20,NA,NA,NA,NA,NA,NA,NA,Y M c A Automobile Shop Course New York City,New York City,New York,United States of America,"40.67,-73.94",40.67,-73.94,1920,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Whitehead, Anna Marion",Whitehead,Anna Marion,AB,Bryn Mawr College,1897,Latin and Mathematics Teacher of Mathematics and Science in the Bardwell School Philadelphia 1898-1903 Married 1907 Mr Edwin Herbert Grafton One daughter two sons,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics and Science in the Bardwell School Philadelphia,Philadelphia,Pennsylvania,United States of America,"39.953055555556,-75.163333333333",39.95305556,-75.16333333,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Whittemore, Alice",Whittemore,Alice,AB,Bryn Mawr College,1910,Mathematics and Physics Teacher of Mathematics in Miss MoffetÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Grand Rapids 1911- 12 in Miss MadeiraÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Washington D C 1912-14 and in The Stevens School Germantown Philadelphia 1916-17; in Buffalo Seminary Buffalo N Y,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in Buffalo Seminary Buffalo New York,Buffalo,New York,United States of America,"42.904722222222,-78.849444444444",42.90472222,-78.84944444,NA,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Wilbur, Constance Caroline",Wilbur,Constance Caroline,AB,Bryn Mawr College,1911,Mathematics and Geology Teacher of Mathematics in the Neptune Township Public School 1911-12 and in the Neptune Township High School 1912-18 Married 1918 Mr Joseph Frank McKeehan One daughter,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics in the Neptune Township Public School  and in the Neptune Township High School,Neptune Township,New Jersey,United States of America,"40.2124,-74.054",40.2124,-74.054,1918,"geology, mathematics",geology,interdisciplinary,mathematics,NA,NA,NA,both
"Willcox, Marguerite",Willcox,Marguerite,AB,Mount Holyoke College,1913,NA,NA,NA,NA,PhD,Bryn Mawr College,1916,Organic Chemistry Physical Chemistry and Physics Graduate Scholar in Chemistry Bryn Mawr,Instructor in Chemistry Agnes Scott  and Associate Professor,Agnes Scott College,Georgia,United States of America,"33.7702,-84.2933",33.7702,-84.2933,1917,"chemistry, physics",chemistry,interdisciplinary,physics,NA,NA,NA,both
"Williams, Kate Elizabeth",Williams,Kate Elizabeth,AB,Bryn Mawr College,1900,Chemistry and Biology,NA,NA,NA,NA,NA,NA,NA,NA,Pasadena CA,California,United States of America,"34.147785, -118.144516",34.147785,-118.144516,1900,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,both
"Windle, Letitia Butler",Windle,Letitia Butler,AB,Bryn Mawr College,1907,Latin and Mathematics Secretary and Teacher of Mathematics in the Wykeham Rise School Washington Conn 1907-08; Assistant Agent of the Federated Charities of Baltimore Md 1908-09; Teacher of Mathematics in the Stevens School Germantown Philadelphia 1909-16 and in the Gordon-Roney School Philadelphia 1916-17; Warden of Radnor Hall Bryn Mawr College 1917-19; Teacher of Mathematics Dongan Hall Dongan Hills Staten Island N Y 1919  See page 32,NA,NA,NA,NA,NA,NA,NA,Teacher of Mathematics Dongan Hall Dongan Hills Staten Island New York   See page,Staten Island,New York,United States of America,"40.576280555556,-74.144838888889",40.57628056,-74.14483889,1919,mathematics,mathematics,mathematics,NA,NA,NA,NA,both
"Withington, Mary Couch",Withington,Mary Couch,AB,Bryn Mawr College,1906,Latin and Mathematics Stenographer Vancouver B C 1906-07; Secretary Rosemary Hall Greenwich Conn 1907-14; Cataloguer Yale University Library 1914-17 and Private Secretary to the Librarian 1918,NA,NA,NA,NA,NA,NA,NA,Cataloguer Yale University Library  and Private Secretary to the Librarian,Yale University Library,Connecticut,United States of America,"41.311,-72.9284",41.311,-72.9284,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Wood, Bertha Gordon",Wood,Bertha Gordon,AB,Bryn Mawr College,1898,Chemistry and Biology Assistant to the Principals the Misses ShipleyÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s School Bryn Mawr Pa 1908- 10; Head Teacher Cathedral School of St Mary Garden City N Y 1910,NA,NA,NA,NA,NA,NA,NA,Head Teacher Cathedral School of St Mary Garden City New York,Garden City,New York,United States of America,"40.7269,-73.6497",40.7269,-73.6497,1910,"biology, chemistry",biology,interdisciplinary,chemistry,NA,NA,NA,major
"Wood, Mary",Wood,Mary,AB,Bryn Mawr College,1900,Mathematics and Physics Fiction Editor McClureÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²s Newspaper Syndicate 1903-04; Farming 1909-12; Volunteer Social Worker Married 1909 Mr T Willard Ayres Four sons (one t 1916),NA,NA,NA,NA,NA,NA,NA,Volunteer Social Worker,"Takoma Park, D. C.","Washington, D.C.",United States of America,"38.977888, -77.007476",38.977888,-77.007476,NA,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,major
"Woodruff, Clara Lucelia",Woodruff,Clara Lucelia,AB,Bryn Mawr College,1904,Latin and German Teacher of French and Mathematics Wykeham Rise School Washington Conn 1904- 06 and Teacher of German and Mathematics 1906-07; Title Searcher for Law Office 1908-12; Volunteer Social Worker 1912-17 Married 1912 Mr Robert Alonzo Hull Two sons,NA,NA,NA,NA,NA,NA,NA,Volunteer Social Worker,"Scranton, PA",Pennsylvania,United States of America,"41.408969, -75.662412",41.408969,-75.662412,1917,mathematics,mathematics,mathematics,NA,NA,NA,NA,major
"Woodruff, Lelia True",Woodruff,Lelia True,AB,Bryn Mawr College,1907,Mathematics and Physics Instructor in Mathematics Rosemary Hall Greenwich Conn 1907-10 and in the FriendsÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â² School Germantown Philadelphia 1910-12 Married 1912 Mr Francis Joseph Stokes Three sons one daughter WooDRurr,NA,NA,NA,NA,NA,NA,NA,Instructor in Mathematics Rosemary Hall Greenwich Connecticut   and in the Friends' School Germantown Philadelphia,Rosemary Hall,Connecticut,United States of America,"41.0375,-73.636667",41.0375,-73.636667,1912,"physics, mathematics",physics,interdisciplinary,mathematics,NA,NA,NA,both
